ID,朝代,题材,设色,材质（出版）,形制,色彩1,占比1,色彩2,占比2,色彩3,占比3,色彩4,占比4,色彩5,占比5,色彩6,占比6,色彩7,占比7,色彩8,占比8,色彩9,占比9,色彩10,占比10,色彩11,占比11,色彩12,占比12,色彩13,占比13,色彩14,占比14,色彩15,占比15,色彩16,占比16,色彩17,占比17,色彩18,占比18,色彩19,占比19,色彩20,占比20
D017172,宋,山水,设色,绢本,册页,C16,0.625,C4,0.2099,C23,0.0927,C17,0.0387,C3,0.0174,C11,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016713,宋,山水,设色,绢本,立轴,C53,0.768,C1,0.1184,C31,0.0816,C53,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017117,宋,山水,设色,绢本,团扇,C4,0.7231,C21,0.1043,C16,0.0859,C6,0.0361,C23,0.0328,C11,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017129,宋,山水,设色,绢本,团扇,C16,0.5481,C53,0.3484,C31,0.0843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016111,宋,山水,水墨,纸本,手卷,0,0,C10,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016112,宋,山水,水墨,纸本,手卷,0,0,C39,0.026,C5,0.0192,C4,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016240,宋,山水,水墨,纸本,立轴,C10,0.6752,C11,0.2006,C3,0.0757,C23,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016665,五代,山水,设色,绢本,立轴,C31,0.6994,C18,0.2269,C53,0.0457,C30,0.0264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016850,宋,山水,水墨,纸本,立轴,0,0,C4,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017206,宋,山水,水墨,纸本,手卷,0,0,C39,0.0105,C5,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017222,宋,山水,水墨,绢本,立轴,C53,0.7756,C3,0.1851,C13,0.0236,C16,0.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017178,宋,山水,水墨,绢本,立轴,0,0,C13,0.0233,C8,0.0203,C5,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017179,宋,山水,设色,绢本,手卷,C3,0.6952,C4,0.2702,C11,0.0132,C15,0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017180,宋,山水,设色,绢本,册页,0,0,C53,0.0564,C3,0.0339,C13,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005029,唐,山水,设色,绢本,手卷,0,0,C18,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016895,宋,山水,设色,绢本,立轴,C21,0.5029,C19,0.2504,C24,0.2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016898,宋,山水,设色,绢本,立轴,C53,0.7848,C21,0.0876,C17,0.0729,C31,0.0444,C16,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D015890,宋,山水,设色,绢本,立轴,0,0,C19,0.1055,C3,0.068,C9,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D015900,宋,山水,设色,绢本,立轴,0,0,C53,0.1146,C21,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D015889,金,山水,设色,纸本,手卷,C10,0.6708,C4,0.2085,C5,0.0968,C3,0.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D015909,宋,山水,设色,绢本,册页,C42,0.6609,C16,0.1447,C17,0.1012,C3,0.0634,C2,0.0189,C45,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D015914,宋,山水,设色,绢本,团扇,0,0,C5,0.1113,C10,0.035,C31,0.0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D015928,宋,山水,设色,绢本,手卷,C4,0.6372,C20,0.3124,C13,0.0188,C53,0.012,C50,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D015936,宋,山水,设色,绢本,手卷,0,0,C23,0.1122,C21,0.0532,C15,0.0141,C11,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016721,宋,山水,设色,绢本,立轴,0,0,C6,0.0761,C53,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016722,宋,山水,水墨,绢本,立轴,C4,0.7782,C5,0.1901,C50,0.0172,C21,0.0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016728,宋,山水,水墨,绢本,册页,0,0,C13,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016730,宋,山水,设色,绢本,册页,0,0,C53,0.0962,C3,0.0258,C26,0.014,C51,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016731,宋,山水,水墨,绢本,团扇,0,0,C4,0.039,C18,0.02,C52,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016732,宋,山水,设色,绢本,册页,C9,0.66,C19,0.2435,C24,0.0692,C13,0.0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016733,宋,山水,设色,绢本,册页,C16,0.7311,C53,0.1909,C18,0.0704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016739,宋,山水,水墨,绢本,团扇,0,0,C4,0.0454,C6,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016740,宋,山水,设色,绢本,团扇,C53,0.6832,C3,0.2664,C13,0.0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016719,金,山水,设色,绢本,手卷,C16,0.6719,C5,0.3075,C3,0.012,C19,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016741,宋,山水,设色,绢本,团扇,C19,0.661,C53,0.2705,C6,0.015,C5,0.014,C3,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016743,宋,山水,设色,绢本,团扇,0,0,C53,0.087,C30,0.0294,C6,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016750,宋,山水,设色,绢本,团扇,C16,0.7674,C4,0.2032,C18,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016756,宋,山水,设色,绢本,团扇,C29,0.4035,C53,0.3615,C6,0.0803,C32,0.0728,C3,0.0519,C54,0.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016053,五代,山水,设色,绢本,立轴,0,0,C3,0.0944,C4,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016006,宋,山水,设色,绢本,手卷,0,0,C53,0.0838,C1,0.0245,C15,0.0176,C11,0.0129,C12,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016020,宋,山水,水墨,纸本,手卷,C16,0.7567,C5,0.1169,C6,0.0907,C55,0.01,C50,0.0082,C12,0.0067,C56,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016021,宋,山水,设色,绢本,手卷,C17,0.5798,C6,0.4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016009,宋,山水,设色,绢本,手卷,0,0,C3,0.0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016012,宋,山水,水墨,绢本,团扇,0,0,C53,0.0336,C16,0.0123,C52,0.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016013,宋,山水,设色,绢本,手卷,C16,0.6731,C3,0.291,C50,0.0151,C9,0.0122,C56,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016018,宋,山水,设色,绢本,团扇,0,0,C6,0.0672,C11,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016019,宋,山水,设色,绢本,册页,C16,0.6131,C53,0.2356,C3,0.1329,C52,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016022,宋,山水,水墨,绢本,册页,C16,0.56,C53,0.2816,C13,0.1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016023,宋,山水,水墨,绢本,团扇,C48,0.7873,C30,0.141,C57,0.0324,C1,0.0246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016024,宋,山水,设色,绢本,团扇,C9,0.434,C5,0.4089,C20,0.1116,C6,0.0204,C10,0.0052,C4,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016037,宋,山水,设色,绢本,团扇,C9,0.5005,C4,0.3094,C3,0.1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016038,宋,山水,设色,绢本,册页,C4,0.7595,C23,0.1839,C3,0.0543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016039,宋,山水,设色,绢本,团扇,C9,0.7271,C4,0.1345,C6,0.0707,C23,0.0427,C28,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016040,宋,山水,设色,绢本,册页,C16,0.6015,C29,0.1773,C18,0.1556,C30,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016041,宋,山水,水墨,绢本,团扇,0,0,C4,0.0712,C3,0.0282,C6,0.0191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016042,宋,山水,设色,绢本,团扇,C9,0.7668,C4,0.1015,C6,0.1006,C23,0.0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016044,宋,山水,设色,绢本,团扇,0,0,C4,0.1288,C6,0.0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016862,宋,山水,设色,绢本,手卷,C16,0.5285,C4,0.3643,C6,0.1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016863,宋,山水,设色,绢本,手卷,C16,0.7063,C5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016864,宋,山水,设色,绢本,立轴,C17,0.5238,C3,0.4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016866,宋,山水,设色,绢本,手卷,C16,0.588,C17,0.2455,C53,0.1015,C3,0.0418,C50,0.0055,C1,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016867,宋,山水,设色,绢本,手卷,C4,0.6304,C5,0.3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016868,宋,山水,水墨,纸本,手卷,0,0,C10,0.1296,C4,0.0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016860,金,山水,水墨,纸本,手卷,C8,0.6177,C39,0.2335,C4,0.1159,C5,0.0307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016870,宋,山水,水墨,绢本,手卷,0,0,C5,0.1194,C13,0.0309,C8,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016875,宋,山水,设色,绢本,册页,C16,0.4562,C5,0.2989,C34,0.2316,C32,0.0066,C9,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016182,宋,山水,设色,绢本,手卷,0,0,C30,0.0765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016180,金,山水,水墨,绢本,立轴,0,0,C39,0.036,C21,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016184,宋,山水,水墨,绢本,立轴,0,0,C31,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016185,宋,山水,设色,绢本,册页,C32,0.7771,C21,0.1745,C5,0.0257,C56,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016191,宋,山水,设色,绢本,册页,0,0,C3,0.1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016195,宋,山水,水墨,绢本,立轴,C4,0.6695,C53,0.2895,C3,0.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016918,宋,山水,设色,绢本,手卷,C17,0.7212,C5,0.2716,C39,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017111,宋,山水,设色,绢本,册页,0,0,C3,0.1187,C2,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005038,唐,山水,设色,绢本,手卷,0,0,C17,0.0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005042,唐,山水,设色,绢本,团扇,C53,0.7238,C3,0.0708,C2,0.0337,C16,0.0292,C31,0.0259,0,0.0128,C6,0.0122,C29,0.0121,C11,0.0098,C4,0.0098,C14,0.008,C58,0.0078,C25,0.0072,C55,0.0058,C1,0.0057,C10,0.0056,C50,0.0052,0,0,0,0,0,0
D016271,五代,山水,设色,绢本,手卷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016272,宋,山水,水墨,绢本,立轴,0,0,C53,0.0972,C3,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016320,宋,山水,设色,绢本,手卷,0,0,C3,0.0254,C4,0.0132,C19,0.0074,C9,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016321,五代,山水,设色,绢本,手卷,0,0,C31,0.0859,C32,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016323,宋,山水,设色,绢本,手卷,C32,0.7134,C22,0.2095,C20,0.0732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016325,五代,山水,设色,绢本,立轴,C4,0.681,C23,0.2875,C3,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016332,宋,山水,水墨,纸本,手卷,0,0,C11,0.1301,C32,0.04,C5,0.0113,C9,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016496,宋,山水,设色,绢本,手卷,0,0,C3,0.1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016287,宋,山水,设色,绢本,手卷,C16,0.4702,C53,0.3767,C3,0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016295,宋,山水,设色,绢本,手卷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016317,宋,山水,水墨,纸本,手卷,C50,0.7057,C9,0.2467,C11,0.0397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016318,宋,山水,水墨,纸本,手卷,C14,0.7624,C6,0.1208,C11,0.0963,C21,0.0121,C59,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016324,宋,山水,设色,绢本,手卷,C17,0.7143,C37,0.1327,C16,0.1031,C40,0.0323,C36,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016503,宋,山水,设色,绢本,手卷,0,0,C4,0.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016510,宋,山水,设色,绢本,手卷,0,0,C3,0.1235,C4,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016301,宋,山水,设色,绢本,手卷,0,0,C4,0.0377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016283,宋,山水,设色,绢本,手卷,0,0,C53,0.0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016289,宋,山水,水墨,绢本,册页,0,0,C18,0.1037,C9,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016292,宋,山水,水墨,绢本,册页,0,0,C23,0.1472,C10,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016300,宋,山水,设色,绢本,册页,C53,0.5589,C21,0.4151,C3,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016309,宋,山水,设色,绢本,册页,0,0,C11,0.1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016310,宋,山水,设色,绢本,立轴,C16,0.7156,C53,0.165,C3,0.0701,C50,0.0461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016312,宋,山水,设色,绢本,册页,C16,0.7816,C17,0.2015,C9,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016326,宋,山水,设色,绢本,团扇,0,0,C20,0.0497,C17,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016327,宋,山水,设色,绢本,册页,0,0,C3,0.1347,C10,0.0239,C9,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016328,宋,山水,设色,绢本,册页,C16,0.6574,C21,0.1961,C4,0.1375,C5,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016329,宋,山水,水墨,绢本,册页,C4,0.7921,C53,0.1776,C3,0.0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016330,宋,山水,水墨,绢本,册页,0,0,C13,0.0298,C4,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016498,宋,山水,设色,绢本,手卷,C53,0.7565,C18,0.2258,C5,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016499,宋,山水,设色,绢本,手卷,C16,0.5786,C5,0.3868,C4,0.0219,C50,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016501,宋,山水,水墨,纸本,手卷,C50,0.71,C39,0.2006,C47,0.0465,C11,0.0321,C5,0.0053,C60,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016267,宋,山水,设色,绢本,团扇,C19,0.6734,C50,0.2296,C3,0.0755,C52,0.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016273,宋,山水,设色,绢本,团扇,0,0,C6,0.0367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016279,宋,山水,水墨,绢本,团扇,0,0,C21,0.0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016339,宋,山水,设色,绢本,手卷,C39,0.4279,C32,0.3766,C18,0.1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016340,宋,山水,设色,绢本,立轴,C4,0.7076,C24,0.2797,C21,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016341,宋,山水,设色,绢本,手卷,0,0,C23,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016342,宋,山水,设色,绢本,立轴,0,0,C30,0.1675,C53,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016343,宋,山水,设色,绢本,立轴,0,0,C3,0.1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D016349,宋,山水,设色,绢本,立轴,C23,0.7841,C13,0.2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
